Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
"Iran, Islamic Rep.",IRN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
"Iran, Islamic Rep.",IRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Iraq,IRQ,"Population, total",SP.POP.TOTL,45504560
Iraq,IRQ,"Population ages 80 and above, male",SP.POP.80UP.MA,66339
Iraq,IRQ,"Population ages 80 and above, female",SP.POP.80UP.FE,127000
Iraq,IRQ,"Population ages 75-79, male",SP.POP.7579.MA,105224
Iraq,IRQ,"Population ages 75-79, female",SP.POP.7579.FE,161489
Iraq,IRQ,"Population ages 70-74, male",SP.POP.7074.MA,190963
Iraq,IRQ,"Population ages 70-74, female",SP.POP.7074.FE,274682
Iraq,IRQ,"Population ages 65-69, male",SP.POP.6569.MA,263969
Iraq,IRQ,"Population ages 65-69, female",SP.POP.6569.FE,352501
Iraq,IRQ,"Population ages 60-64, male",SP.POP.6064.MA,380201
Iraq,IRQ,"Population ages 60-64, female",SP.POP.6064.FE,471272
Iraq,IRQ,"Population ages 55-59, male",SP.POP.5559.MA,619328
Iraq,IRQ,"Population ages 55-59, female",SP.POP.5559.FE,709262
Iraq,IRQ,"Population ages 50-54, male",SP.POP.5054.MA,833851
Iraq,IRQ,"Population ages 50-54, female",SP.POP.5054.FE,888906
Iraq,IRQ,"Population ages 45-49, male",SP.POP.4549.MA,1007896
Iraq,IRQ,"Population ages 45-49, female",SP.POP.4549.FE,1038511
Iraq,IRQ,"Population ages 40-44, male",SP.POP.4044.MA,1161755
Iraq,IRQ,"Population ages 40-44, female",SP.POP.4044.FE,1181609
Iraq,IRQ,"Population ages 35-39, male",SP.POP.3539.MA,1356843
Iraq,IRQ,"Population ages 35-39, female",SP.POP.3539.FE,1360134
Iraq,IRQ,"Age dependency ratio, old",SP.POP.DPND.OL,5.71688540995344
Iraq,IRQ,Age dependency ratio (% of working-age population),SP.POP.DPND,68.6873197103243
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Iraq,IRQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Iraq,IRQ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Iraq,IRQ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Iraq,IRQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Iraq,IRQ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Ireland,IRL,"Population, total",SP.POP.TOTL,5160824
Ireland,IRL,"Population ages 80 and above, male",SP.POP.80UP.MA,78074
Ireland,IRL,"Population ages 80 and above, female",SP.POP.80UP.FE,106355
Ireland,IRL,"Population ages 75-79, male",SP.POP.7579.MA,81391
Ireland,IRL,"Population ages 75-79, female",SP.POP.7579.FE,88648
Ireland,IRL,"Population ages 70-74, male",SP.POP.7074.MA,98560
Ireland,IRL,"Population ages 70-74, female",SP.POP.7074.FE,103042
Ireland,IRL,"Population ages 65-69, male",SP.POP.6569.MA,119545
Ireland,IRL,"Population ages 65-69, female",SP.POP.6569.FE,123515
Ireland,IRL,"Population ages 60-64, male",SP.POP.6064.MA,136884
Ireland,IRL,"Population ages 60-64, female",SP.POP.6064.FE,141531
Ireland,IRL,"Population ages 55-59, male",SP.POP.5559.MA,151823
Ireland,IRL,"Population ages 55-59, female",SP.POP.5559.FE,155363
Ireland,IRL,"Population ages 50-54, male",SP.POP.5054.MA,173038
Ireland,IRL,"Population ages 50-54, female",SP.POP.5054.FE,175031
Ireland,IRL,"Population ages 45-49, male",SP.POP.4549.MA,189901
Ireland,IRL,"Population ages 45-49, female",SP.POP.4549.FE,194686
Ireland,IRL,"Population ages 40-44, male",SP.POP.4044.MA,199133
Ireland,IRL,"Population ages 40-44, female",SP.POP.4044.FE,211621
Ireland,IRL,"Population ages 35-39, male",SP.POP.3539.MA,168650
Ireland,IRL,"Population ages 35-39, female",SP.POP.3539.FE,181670
Ireland,IRL,"Age dependency ratio, old",SP.POP.DPND.OL,23.7040179041523
Ireland,IRL,Age dependency ratio (% of working-age population),SP.POP.DPND,53.0818070854288
Ireland,IRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Ireland,IRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Ireland,IRL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Ireland,IRL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Ireland,IRL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Ireland,IRL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84710
Isle of Man,IMN,"Population ages 80 and above, male",SP.POP.80UP.MA,2161
Isle of Man,IMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2977
Isle of Man,IMN,"Population ages 75-79, male",SP.POP.7579.MA,2031
Isle of Man,IMN,"Population ages 75-79, female",SP.POP.7579.FE,2151
Isle of Man,IMN,"Population ages 70-74, male",SP.POP.7074.MA,2317
Isle of Man,IMN,"Population ages 70-74, female",SP.POP.7074.FE,2474
Isle of Man,IMN,"Population ages 65-69, male",SP.POP.6569.MA,2549
Isle of Man,IMN,"Population ages 65-69, female",SP.POP.6569.FE,2564
Isle of Man,IMN,"Population ages 60-64, male",SP.POP.6064.MA,3087
Isle of Man,IMN,"Population ages 60-64, female",SP.POP.6064.FE,3094
Isle of Man,IMN,"Population ages 55-59, male",SP.POP.5559.MA,3326
Isle of Man,IMN,"Population ages 55-59, female",SP.POP.5559.FE,3315
Isle of Man,IMN,"Population ages 50-54, male",SP.POP.5054.MA,3296
Isle of Man,IMN,"Population ages 50-54, female",SP.POP.5054.FE,3237
Isle of Man,IMN,"Population ages 45-49, male",SP.POP.4549.MA,2628
Isle of Man,IMN,"Population ages 45-49, female",SP.POP.4549.FE,2776
Isle of Man,IMN,"Population ages 40-44, male",SP.POP.4044.MA,2600
Isle of Man,IMN,"Population ages 40-44, female",SP.POP.4044.FE,2741
Isle of Man,IMN,"Population ages 35-39, male",SP.POP.3539.MA,2479
Isle of Man,IMN,"Population ages 35-39, female",SP.POP.3539.FE,2598
Isle of Man,IMN,"Age dependency ratio, old",SP.POP.DPND.OL,36.0683728610027
Isle of Man,IMN,Age dependency ratio (% of working-age population),SP.POP.DPND,58.9425097568298
Isle of Man,IMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Isle of Man,IMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Isle of Man,IMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Isle of Man,IMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Isle of Man,IMN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Isle of Man,IMN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Israel,ISR,"Population, total",SP.POP.TOTL,9700276
Israel,ISR,"Population ages 80 and above, male",SP.POP.80UP.MA,115099
Israel,ISR,"Population ages 80 and above, female",SP.POP.80UP.FE,170405
Israel,ISR,"Population ages 75-79, male",SP.POP.7579.MA,102354
Israel,ISR,"Population ages 75-79, female",SP.POP.7579.FE,124804
Israel,ISR,"Population ages 70-74, male",SP.POP.7074.MA,146729
Israel,ISR,"Population ages 70-74, female",SP.POP.7074.FE,171168
Israel,ISR,"Population ages 65-69, male",SP.POP.6569.MA,164522
Israel,ISR,"Population ages 65-69, female",SP.POP.6569.FE,185557
Israel,ISR,"Population ages 60-64, male",SP.POP.6064.MA,184329
Israel,ISR,"Population ages 60-64, female",SP.POP.6064.FE,200186
Israel,ISR,"Population ages 55-59, male",SP.POP.5559.MA,200724
Israel,ISR,"Population ages 55-59, female",SP.POP.5559.FE,207820
Israel,ISR,"Population ages 50-54, male",SP.POP.5054.MA,243244
Israel,ISR,"Population ages 50-54, female",SP.POP.5054.FE,248484
Israel,ISR,"Population ages 45-49, male",SP.POP.4549.MA,282386
Israel,ISR,"Population ages 45-49, female",SP.POP.4549.FE,283864
Israel,ISR,"Population ages 40-44, male",SP.POP.4044.MA,296887
Israel,ISR,"Population ages 40-44, female",SP.POP.4044.FE,294024
Israel,ISR,"Population ages 35-39, male",SP.POP.3539.MA,313012
Israel,ISR,"Population ages 35-39, female",SP.POP.3539.FE,305246
Israel,ISR,"Age dependency ratio, old",SP.POP.DPND.OL,20.3235097017278
Israel,ISR,Age dependency ratio (% of working-age population),SP.POP.DPND,66.9805927574135
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Israel,ISR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Israel,ISR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Israel,ISR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Israel,ISR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Israel,ISR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Italy,ITA,"Population, total",SP.POP.TOTL,58745744
Italy,ITA,"Population ages 80 and above, male",SP.POP.80UP.MA,1774274
Italy,ITA,"Population ages 80 and above, female",SP.POP.80UP.FE,2844652
Italy,ITA,"Population ages 75-79, male",SP.POP.7579.MA,1278751
Italy,ITA,"Population ages 75-79, female",SP.POP.7579.FE,1549250
Italy,ITA,"Population ages 70-74, male",SP.POP.7074.MA,1534253
Italy,ITA,"Population ages 70-74, female",SP.POP.7074.FE,1750248
Italy,ITA,"Population ages 65-69, male",SP.POP.6569.MA,1729909
Italy,ITA,"Population ages 65-69, female",SP.POP.6569.FE,1908051
Italy,ITA,"Population ages 60-64, male",SP.POP.6064.MA,2037317
Italy,ITA,"Population ages 60-64, female",SP.POP.6064.FE,2181269
Italy,ITA,"Population ages 55-59, male",SP.POP.5559.MA,2359221
Italy,ITA,"Population ages 55-59, female",SP.POP.5559.FE,2449902
Italy,ITA,"Population ages 50-54, male",SP.POP.5054.MA,2350733
Italy,ITA,"Population ages 50-54, female",SP.POP.5054.FE,2404218
Italy,ITA,"Population ages 45-49, male",SP.POP.4549.MA,2196567
Italy,ITA,"Population ages 45-49, female",SP.POP.4549.FE,2217080
Italy,ITA,"Population ages 40-44, male",SP.POP.4044.MA,1853570
Italy,ITA,"Population ages 40-44, female",SP.POP.4044.FE,1848303
Italy,ITA,"Population ages 35-39, male",SP.POP.3539.MA,1682904
Italy,ITA,"Population ages 35-39, female",SP.POP.3539.FE,1657448
Italy,ITA,"Age dependency ratio, old",SP.POP.DPND.OL,38.6166730461691
Italy,ITA,Age dependency ratio (% of working-age population),SP.POP.DPND,57.8748648795586
Italy,ITA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Italy,ITA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Italy,ITA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Italy,ITA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Italy,ITA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Italy,ITA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Jamaica,JAM,"Population, total",SP.POP.TOTL,2825544
Jamaica,JAM,"Population ages 80 and above, male",SP.POP.80UP.MA,13191
Jamaica,JAM,"Population ages 80 and above, female",SP.POP.80UP.FE,17648
Jamaica,JAM,"Population ages 75-79, male",SP.POP.7579.MA,17388
Jamaica,JAM,"Population ages 75-79, female",SP.POP.7579.FE,21820
Jamaica,JAM,"Population ages 70-74, male",SP.POP.7074.MA,24978
Jamaica,JAM,"Population ages 70-74, female",SP.POP.7074.FE,31980
Jamaica,JAM,"Population ages 65-69, male",SP.POP.6569.MA,41015
Jamaica,JAM,"Population ages 65-69, female",SP.POP.6569.FE,51013
Jamaica,JAM,"Population ages 60-64, male",SP.POP.6064.MA,58850
Jamaica,JAM,"Population ages 60-64, female",SP.POP.6064.FE,70465
Jamaica,JAM,"Population ages 55-59, male",SP.POP.5559.MA,72606
Jamaica,JAM,"Population ages 55-59, female",SP.POP.5559.FE,82471
Jamaica,JAM,"Population ages 50-54, male",SP.POP.5054.MA,81748
Jamaica,JAM,"Population ages 50-54, female",SP.POP.5054.FE,87516
Jamaica,JAM,"Population ages 45-49, male",SP.POP.4549.MA,88643
Jamaica,JAM,"Population ages 45-49, female",SP.POP.4549.FE,89708
Jamaica,JAM,"Population ages 40-44, male",SP.POP.4044.MA,106093
Jamaica,JAM,"Population ages 40-44, female",SP.POP.4044.FE,104457
Jamaica,JAM,"Population ages 35-39, male",SP.POP.3539.MA,122238
Jamaica,JAM,"Population ages 35-39, female",SP.POP.3539.FE,119456
Jamaica,JAM,"Age dependency ratio, old",SP.POP.DPND.OL,10.6450057688737
Jamaica,JAM,Age dependency ratio (% of working-age population),SP.POP.DPND,37.3227662988908
Jamaica,JAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Jamaica,JAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Jamaica,JAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Jamaica,JAM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Jamaica,JAM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Jamaica,JAM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Japan,JPN,"Population, total",SP.POP.TOTL,124389416
Japan,JPN,"Population ages 80 and above, male",SP.POP.80UP.MA,5006040
Japan,JPN,"Population ages 80 and above, female",SP.POP.80UP.FE,8449647
Japan,JPN,"Population ages 75-79, male",SP.POP.7579.MA,3489297
Japan,JPN,"Population ages 75-79, female",SP.POP.7579.FE,4173390
Japan,JPN,"Population ages 70-74, male",SP.POP.7074.MA,4244309
Japan,JPN,"Population ages 70-74, female",SP.POP.7074.FE,4712547
Japan,JPN,"Population ages 65-69, male",SP.POP.6569.MA,3576685
Japan,JPN,"Population ages 65-69, female",SP.POP.6569.FE,3749034
Japan,JPN,"Population ages 60-64, male",SP.POP.6064.MA,3713799
Japan,JPN,"Population ages 60-64, female",SP.POP.6064.FE,3762737
Japan,JPN,"Population ages 55-59, male",SP.POP.5559.MA,4111009
Japan,JPN,"Population ages 55-59, female",SP.POP.5559.FE,4087326
Japan,JPN,"Population ages 50-54, male",SP.POP.5054.MA,4737093
Japan,JPN,"Population ages 50-54, female",SP.POP.5054.FE,4662533
Japan,JPN,"Population ages 45-49, male",SP.POP.4549.MA,4649484
Japan,JPN,"Population ages 45-49, female",SP.POP.4549.FE,4532834
Japan,JPN,"Population ages 40-44, male",SP.POP.4044.MA,3853106
Japan,JPN,"Population ages 40-44, female",SP.POP.4044.FE,3747845
Japan,JPN,"Population ages 35-39, male",SP.POP.3539.MA,3505630
Japan,JPN,"Population ages 35-39, female",SP.POP.3539.FE,3377359
Japan,JPN,"Age dependency ratio, old",SP.POP.DPND.OL,51.4297640658998
Japan,JPN,Age dependency ratio (% of working-age population),SP.POP.DPND,71.0469471276814
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Japan,JPN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Japan,JPN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Japan,JPN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Jordan,JOR,"Population, total",SP.POP.TOTL,11337052
Jordan,JOR,"Population ages 80 and above, male",SP.POP.80UP.MA,24846
Jordan,JOR,"Population ages 80 and above, female",SP.POP.80UP.FE,37621
Jordan,JOR,"Population ages 75-79, male",SP.POP.7579.MA,33795
Jordan,JOR,"Population ages 75-79, female",SP.POP.7579.FE,39294
Jordan,JOR,"Population ages 70-74, male",SP.POP.7074.MA,58980
Jordan,JOR,"Population ages 70-74, female",SP.POP.7074.FE,61492
Jordan,JOR,"Population ages 65-69, male",SP.POP.6569.MA,98029
Jordan,JOR,"Population ages 65-69, female",SP.POP.6569.FE,96923
Jordan,JOR,"Population ages 60-64, male",SP.POP.6064.MA,151456
Jordan,JOR,"Population ages 60-64, female",SP.POP.6064.FE,141828
Jordan,JOR,"Population ages 55-59, male",SP.POP.5559.MA,220803
Jordan,JOR,"Population ages 55-59, female",SP.POP.5559.FE,195446
Jordan,JOR,"Population ages 50-54, male",SP.POP.5054.MA,280662
Jordan,JOR,"Population ages 50-54, female",SP.POP.5054.FE,244040
Jordan,JOR,"Population ages 45-49, male",SP.POP.4549.MA,319810
Jordan,JOR,"Population ages 45-49, female",SP.POP.4549.FE,282500
Jordan,JOR,"Population ages 40-44, male",SP.POP.4044.MA,366537
Jordan,JOR,"Population ages 40-44, female",SP.POP.4044.FE,326432
Jordan,JOR,"Population ages 35-39, male",SP.POP.3539.MA,425524
Jordan,JOR,"Population ages 35-39, female",SP.POP.3539.FE,371214
Jordan,JOR,"Age dependency ratio, old",SP.POP.DPND.OL,6.16549628172361
Jordan,JOR,Age dependency ratio (% of working-age population),SP.POP.DPND,54.9932634224002
Jordan,JOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Jordan,JOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Jordan,JOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Jordan,JOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Jordan,JOR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Jordan,JOR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,19841426
Kazakhstan,KAZ,"Population ages 80 and above, male",SP.POP.80UP.MA,61674
Kazakhstan,KAZ,"Population ages 80 and above, female",SP.POP.80UP.FE,178148
Kazakhstan,KAZ,"Population ages 75-79, male",SP.POP.7579.MA,70827
Kazakhstan,KAZ,"Population ages 75-79, female",SP.POP.7579.FE,148306
Kazakhstan,KAZ,"Population ages 70-74, male",SP.POP.7074.MA,163407
Kazakhstan,KAZ,"Population ages 70-74, female",SP.POP.7074.FE,300752
Kazakhstan,KAZ,"Population ages 65-69, male",SP.POP.6569.MA,276903
Kazakhstan,KAZ,"Population ages 65-69, female",SP.POP.6569.FE,425243
Kazakhstan,KAZ,"Population ages 60-64, male",SP.POP.6064.MA,395516
Kazakhstan,KAZ,"Population ages 60-64, female",SP.POP.6064.FE,539196
Kazakhstan,KAZ,"Population ages 55-59, male",SP.POP.5559.MA,426657
Kazakhstan,KAZ,"Population ages 55-59, female",SP.POP.5559.FE,531758
Kazakhstan,KAZ,"Population ages 50-54, male",SP.POP.5054.MA,488216
Kazakhstan,KAZ,"Population ages 50-54, female",SP.POP.5054.FE,560685
Kazakhstan,KAZ,"Population ages 45-49, male",SP.POP.4549.MA,549743
Kazakhstan,KAZ,"Population ages 45-49, female",SP.POP.4549.FE,608779
Kazakhstan,KAZ,"Population ages 40-44, male",SP.POP.4044.MA,618942
Kazakhstan,KAZ,"Population ages 40-44, female",SP.POP.4044.FE,660667
Kazakhstan,KAZ,"Population ages 35-39, male",SP.POP.3539.MA,756571
Kazakhstan,KAZ,"Population ages 35-39, female",SP.POP.3539.FE,797771
Kazakhstan,KAZ,"Age dependency ratio, old",SP.POP.DPND.OL,13.1747065996099
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),SP.POP.DPND,60.838852179445
Kazakhstan,KAZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Kazakhstan,KAZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Kazakhstan,KAZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Kazakhstan,KAZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Kazakhstan,KAZ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Kazakhstan,KAZ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Kenya,KEN,"Population, total",SP.POP.TOTL,55100586
Kenya,KEN,"Population ages 80 and above, male",SP.POP.80UP.MA,90905
Kenya,KEN,"Population ages 80 and above, female",SP.POP.80UP.FE,186090
Kenya,KEN,"Population ages 75-79, male",SP.POP.7579.MA,116133
Kenya,KEN,"Population ages 75-79, female",SP.POP.7579.FE,154340
Kenya,KEN,"Population ages 70-74, male",SP.POP.7074.MA,183068
Kenya,KEN,"Population ages 70-74, female",SP.POP.7074.FE,229375
Kenya,KEN,"Population ages 65-69, male",SP.POP.6569.MA,290320
Kenya,KEN,"Population ages 65-69, female",SP.POP.6569.FE,351668
Kenya,KEN,"Population ages 60-64, male",SP.POP.6064.MA,453674
Kenya,KEN,"Population ages 60-64, female",SP.POP.6064.FE,514371
Kenya,KEN,"Population ages 55-59, male",SP.POP.5559.MA,654137
Kenya,KEN,"Population ages 55-59, female",SP.POP.5559.FE,701809
Kenya,KEN,"Population ages 50-54, male",SP.POP.5054.MA,875250
Kenya,KEN,"Population ages 50-54, female",SP.POP.5054.FE,900505
Kenya,KEN,"Population ages 45-49, male",SP.POP.4549.MA,1127255
Kenya,KEN,"Population ages 45-49, female",SP.POP.4549.FE,1123185
Kenya,KEN,"Population ages 40-44, male",SP.POP.4044.MA,1445116
Kenya,KEN,"Population ages 40-44, female",SP.POP.4044.FE,1413853
Kenya,KEN,"Population ages 35-39, male",SP.POP.3539.MA,1777640
Kenya,KEN,"Population ages 35-39, female",SP.POP.3539.FE,1760874
Kenya,KEN,"Age dependency ratio, old",SP.POP.DPND.OL,4.855699961552
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,67.0220247267567
Kenya,KEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Kenya,KEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Kenya,KEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Kenya,KEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Kenya,KEN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Kenya,KEN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Kiribati,KIR,"Population, total",SP.POP.TOTL,133515
Kiribati,KIR,"Population ages 80 and above, male",SP.POP.80UP.MA,156
Kiribati,KIR,"Population ages 80 and above, female",SP.POP.80UP.FE,360
Kiribati,KIR,"Population ages 75-79, male",SP.POP.7579.MA,289
Kiribati,KIR,"Population ages 75-79, female",SP.POP.7579.FE,555
Kiribati,KIR,"Population ages 70-74, male",SP.POP.7074.MA,609
Kiribati,KIR,"Population ages 70-74, female",SP.POP.7074.FE,1020
Kiribati,KIR,"Population ages 65-69, male",SP.POP.6569.MA,914
Kiribati,KIR,"Population ages 65-69, female",SP.POP.6569.FE,1308
Kiribati,KIR,"Population ages 60-64, male",SP.POP.6064.MA,1609
Kiribati,KIR,"Population ages 60-64, female",SP.POP.6064.FE,1907
Kiribati,KIR,"Population ages 55-59, male",SP.POP.5559.MA,2378
Kiribati,KIR,"Population ages 55-59, female",SP.POP.5559.FE,2628
Kiribati,KIR,"Population ages 50-54, male",SP.POP.5054.MA,2399
Kiribati,KIR,"Population ages 50-54, female",SP.POP.5054.FE,2745
Kiribati,KIR,"Population ages 45-49, male",SP.POP.4549.MA,2577
Kiribati,KIR,"Population ages 45-49, female",SP.POP.4549.FE,3001
Kiribati,KIR,"Population ages 40-44, male",SP.POP.4044.MA,3501
Kiribati,KIR,"Population ages 40-44, female",SP.POP.4044.FE,3876
Kiribati,KIR,"Population ages 35-39, male",SP.POP.3539.MA,4402
Kiribati,KIR,"Population ages 35-39, female",SP.POP.3539.FE,4808
Kiribati,KIR,"Age dependency ratio, old",SP.POP.DPND.OL,6.48300233935593
Kiribati,KIR,Age dependency ratio (% of working-age population),SP.POP.DPND,66.1378229057787
Kiribati,KIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Kiribati,KIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Kiribati,KIR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Kiribati,KIR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Kiribati,KIR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Kiribati,KIR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26160821
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, male",SP.POP.80UP.MA,196956
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, female",SP.POP.80UP.FE,471675
"Korea, Dem. People's Rep.",PRK,"Population ages 75-79, male",SP.POP.7579.MA,271590
"Korea, Dem. People's Rep.",PRK,"Population ages 75-79, female",SP.POP.7579.FE,394973
"Korea, Dem. People's Rep.",PRK,"Population ages 70-74, male",SP.POP.7074.MA,314147
"Korea, Dem. People's Rep.",PRK,"Population ages 70-74, female",SP.POP.7074.FE,388455
"Korea, Dem. People's Rep.",PRK,"Population ages 65-69, male",SP.POP.6569.MA,549095
"Korea, Dem. People's Rep.",PRK,"Population ages 65-69, female",SP.POP.6569.FE,602934
"Korea, Dem. People's Rep.",PRK,"Population ages 60-64, male",SP.POP.6064.MA,715678
"Korea, Dem. People's Rep.",PRK,"Population ages 60-64, female",SP.POP.6064.FE,752961
"Korea, Dem. People's Rep.",PRK,"Population ages 55-59, male",SP.POP.5559.MA,942385
"Korea, Dem. People's Rep.",PRK,"Population ages 55-59, female",SP.POP.5559.FE,960994
"Korea, Dem. People's Rep.",PRK,"Population ages 50-54, male",SP.POP.5054.MA,1073698
"Korea, Dem. People's Rep.",PRK,"Population ages 50-54, female",SP.POP.5054.FE,1070863
"Korea, Dem. People's Rep.",PRK,"Population ages 45-49, male",SP.POP.4549.MA,851628
"Korea, Dem. People's Rep.",PRK,"Population ages 45-49, female",SP.POP.4549.FE,836568
"Korea, Dem. People's Rep.",PRK,"Population ages 40-44, male",SP.POP.4044.MA,845166
"Korea, Dem. People's Rep.",PRK,"Population ages 40-44, female",SP.POP.4044.FE,823092
"Korea, Dem. People's Rep.",PRK,"Population ages 35-39, male",SP.POP.3539.MA,913281
"Korea, Dem. People's Rep.",PRK,"Population ages 35-39, female",SP.POP.3539.FE,884583
"Korea, Dem. People's Rep.",PRK,"Age dependency ratio, old",SP.POP.DPND.OL,17.6809979199009
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),SP.POP.DPND,45.0078646006059
"Korea, Dem. People's Rep.",PRK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
